ensembl_gene_id	uniprot_gn_id	N.gly	O.gly	signal.peptide
ENSG00000176472	B3KQ07	NA	NA	FALSE
ENSG00000176472	A0A024R0U0	NA	NA	FALSE
ENSG00000176472	M0R087	NA	NA	FALSE
ENSG00000221937	P59535	2	0	FALSE
ENSG00000156575	Q9Y2Y8	NA	NA	TRUE
ENSG00000197448	Q9Y2Q3	NA	NA	FALSE
ENSG00000197448	Q6FII1	NA	NA	FALSE
ENSG00000197448	E9PFN5	NA	NA	FALSE
ENSG00000197448	C9JNT3	NA	NA	FALSE
ENSG00000113328	P51959	NA	NA	FALSE
ENSG00000113328	D6RCC5	NA	NA	FALSE
ENSG00000113328	E7ERZ1	NA	NA	FALSE
ENSG00000113328	D6RGX3	NA	NA	FALSE
ENSG00000113328	D6RD30	NA	NA	FALSE
ENSG00000073050	F5H8D7	NA	NA	FALSE
ENSG00000073050	M0R0D2	NA	NA	FALSE
ENSG00000073050	M0QYS5	NA	NA	FALSE
ENSG00000131148	O43402	NA	NA	FALSE
ENSG00000131148	Q53Y03	NA	NA	FALSE
ENSG00000131148	M0R1B0	NA	NA	FALSE
ENSG00000186652	P13727	1	5	TRUE
ENSG00000131143	P13073	NA	NA	FALSE
ENSG00000131143	Q86WV2	NA	NA	FALSE
ENSG00000131143	H3BNI5	NA	NA	FALSE
ENSG00000131143	H3BN72	NA	NA	FALSE
ENSG00000131143	H3BNV9	NA	NA	FALSE
ENSG00000131143	H3BPG0	NA	NA	FALSE
ENSG00000131143	H3BPR4	NA	NA	FALSE
ENSG00000170584	Q8WVJ2	NA	NA	FALSE
ENSG00000170584	E5RFP0	NA	NA	FALSE
ENSG00000072571	O75330	4	0	FALSE
ENSG00000072571	E5RIH2	NA	NA	FALSE
ENSG00000072571	E5RI30	NA	NA	FALSE
ENSG00000134802	Q8NBI5	3	0	FALSE
ENSG00000134802	E9PL23	NA	NA	FALSE
ENSG00000134802	E9PJL1	NA	NA	FALSE
ENSG00000134802	E9PKW3	NA	NA	FALSE
ENSG00000134802	E9PNM4	NA	NA	FALSE
ENSG00000134802	E9PSH9	NA	NA	FALSE
ENSG00000134802	E9PR94	NA	NA	FALSE
ENSG00000134802	E9PJL3	NA	NA	FALSE
ENSG00000134802	E9PS74	NA	NA	FALSE
ENSG00000134802	E9PJT6	NA	NA	FALSE
ENSG00000134802	E9PPE4	NA	NA	FALSE
ENSG00000134802	E9PLF2	NA	NA	FALSE
ENSG00000134802	E9PR64	NA	NA	FALSE
ENSG00000134802	E9PLW1	NA	NA	FALSE
ENSG00000134802	E9PLP1	NA	NA	FALSE
ENSG00000134802	E9PMZ1	NA	NA	FALSE
ENSG00000084628	Q4KMZ8	1	0	TRUE
ENSG00000084628	R4GNE2	NA	NA	FALSE
ENSG00000060688	Q96DI7	NA	NA	FALSE
ENSG00000060688	A0MNP2	NA	NA	FALSE
ENSG00000060688	Q9NSS8	NA	NA	FALSE
ENSG00000140968	Q02556	NA	NA	FALSE
ENSG00000140968	H3BPS5	NA	NA	FALSE
ENSG00000140968	H3BQH6	NA	NA	FALSE
ENSG00000140968	H3BRT4	NA	NA	FALSE
ENSG00000140968	H3BVC2	NA	NA	FALSE
ENSG00000140968	H3BT31	NA	NA	FALSE
ENSG00000140968	H3BQK3	NA	NA	FALSE
ENSG00000178826	Q8IV31	NA	NA	TRUE
ENSG00000234465	A6NC86	NA	NA	TRUE
ENSG00000135643	Q86W47	2	0	FALSE
ENSG00000106144	P42575	NA	NA	FALSE
ENSG00000106144	A0A087WYM1	NA	NA	FALSE
ENSG00000106144	C9JRR9	NA	NA	FALSE
ENSG00000106144	A0A0S2Z3H1	NA	NA	FALSE
ENSG00000167378	Q8WZA9	NA	NA	FALSE
ENSG00000167378	M0QZP8	NA	NA	FALSE
ENSG00000143952	Q9P1Q0	NA	NA	FALSE
ENSG00000179564	Q8N112	NA	NA	FALSE
ENSG00000124444	Q9H609	NA	NA	FALSE
ENSG00000124444	A0A024R0T0	NA	NA	FALSE
ENSG00000121766	Q9NP64	NA	NA	FALSE
ENSG00000121766	A0A0D9SEW3	NA	NA	FALSE
ENSG00000121766	A0A087WYF0	NA	NA	FALSE
ENSG00000121766	A0A087WXF8	NA	NA	FALSE
ENSG00000121766	A0A087WYV3	NA	NA	FALSE
ENSG00000121766	A0A087WXU5	NA	NA	FALSE
ENSG00000127329	P23467	26	0	TRUE
ENSG00000127329	Q6ZR19	NA	NA	FALSE
ENSG00000127329	F8VU56	NA	NA	FALSE
ENSG00000127329	F8VSD5	NA	NA	FALSE
ENSG00000214706	Q12894	NA	NA	FALSE
ENSG00000214706	F8WEI6	NA	NA	FALSE
ENSG00000214706	H7C444	NA	NA	FALSE
ENSG00000214706	H7C2Z4	NA	NA	FALSE
ENSG00000214706	A0A0R4J2F6	NA	NA	FALSE
ENSG00000038274	Q9NZL9	NA	NA	FALSE
ENSG00000038274	H7C0X7	NA	NA	FALSE
ENSG00000038274	E5RJR3	NA	NA	FALSE
ENSG00000226763	B3KS81	NA	NA	FALSE
ENSG00000188037	P35523	NA	NA	FALSE
ENSG00000188037	A0A3B3IU72	NA	NA	FALSE
ENSG00000131116	Q96B54	NA	NA	FALSE
ENSG00000131116	M0QXZ5	NA	NA	FALSE
ENSG00000105767	Q8NFZ8	3	0	TRUE
ENSG00000197329	Q96FA3	NA	NA	FALSE
ENSG00000197329	Q53T26	NA	NA	FALSE
ENSG00000011422	Q03405	5	0	TRUE
ENSG00000011422	M0R0L1	NA	NA	TRUE
ENSG00000011422	M0QYR6	NA	NA	FALSE
ENSG00000011422	M0R1I2	NA	NA	TRUE
ENSG00000011422	M0R2E9	NA	NA	FALSE
ENSG00000011422	M0R0H5	NA	NA	FALSE
ENSG00000011422	M0QX27	NA	NA	FALSE
ENSG00000159784	Q86XD5	NA	NA	FALSE
ENSG00000159784	E5RJ60	NA	NA	FALSE
ENSG00000159784	E5RI17	NA	NA	FALSE
ENSG00000103241	Q12946	NA	NA	FALSE
ENSG00000186907	Q86UN3	3	0	TRUE
ENSG00000186907	G3V1D7	NA	NA	TRUE
ENSG00000103248	Q2M296	NA	NA	FALSE
ENSG00000103248	H3BSD1	NA	NA	FALSE
ENSG00000103248	H3BP93	NA	NA	FALSE
ENSG00000103248	H3BUU0	NA	NA	FALSE
ENSG00000103248	H3BMX6	NA	NA	FALSE
ENSG00000103248	A0A087WX22	NA	NA	FALSE
ENSG00000103248	H3BSW8	NA	NA	FALSE
ENSG00000103248	H3BNE5	NA	NA	FALSE
ENSG00000103248	H3BPD2	NA	NA	FALSE
ENSG00000103248	F5H0M7	NA	NA	FALSE
ENSG00000103248	H3BVG2	NA	NA	FALSE
ENSG00000149150	O75387	3	0	FALSE
ENSG00000149150	E9PRF0	NA	NA	FALSE
ENSG00000149150	A0A024R4Y3	NA	NA	FALSE
ENSG00000149150	E9PR87	NA	NA	FALSE
ENSG00000149150	E9PJT8	NA	NA	FALSE
ENSG00000149150	E9PJ68	NA	NA	FALSE
ENSG00000186792	O43820	2	0	TRUE
ENSG00000186792	C9JB51	NA	NA	TRUE
ENSG00000145934	Q9NT68	15	0	FALSE
ENSG00000145934	G3V106	NA	NA	FALSE
ENSG00000145934	F8VNQ3	NA	NA	FALSE
ENSG00000119862	Q3ZCW2	NA	NA	FALSE
ENSG00000119862	B9A055	NA	NA	FALSE
ENSG00000119862	F8WF17	NA	NA	FALSE
ENSG00000119862	U3KQ88	NA	NA	FALSE
ENSG00000119862	U3KQU5	NA	NA	FALSE
ENSG00000159840	Q15942	NA	NA	FALSE
ENSG00000159840	H0Y2Y8	NA	NA	FALSE
ENSG00000159840	C9JJK5	NA	NA	FALSE
ENSG00000159840	C9IZ41	NA	NA	FALSE
ENSG00000159840	H7C3R3	NA	NA	FALSE
ENSG00000121769	P05413	NA	NA	FALSE
ENSG00000121769	S4R3A2	NA	NA	FALSE
ENSG00000121769	S4R371	NA	NA	FALSE
ENSG00000124449	Q6NXR0	NA	NA	FALSE
ENSG00000124449	J7NNX4	NA	NA	FALSE
ENSG00000124449	M0R0T1	NA	NA	FALSE
ENSG00000243477	Q93015	NA	NA	FALSE
ENSG00000243477	Q6IAP1	NA	NA	FALSE
ENSG00000243477	C9JL88	NA	NA	FALSE
ENSG00000243477	C9J451	NA	NA	FALSE
ENSG00000105771	Q9H0W8	NA	NA	FALSE
ENSG00000105771	A0A024R0Q0	NA	NA	FALSE
ENSG00000105771	M0R2N0	NA	NA	FALSE
ENSG00000105771	M0QYR7	NA	NA	FALSE
ENSG00000105771	M0QZC7	NA	NA	FALSE
ENSG00000105771	M0QX70	NA	NA	FALSE
ENSG00000105771	M0QZH1	NA	NA	FALSE
ENSG00000113645	Q8IX03	NA	NA	FALSE
ENSG00000113645	H0YAU4	NA	NA	FALSE
ENSG00000119844	Q6ULP2	NA	NA	FALSE
ENSG00000119844	A0A0A0MSN6	NA	NA	FALSE
ENSG00000119844	A0A0U1RR74	NA	NA	FALSE
ENSG00000134809	P62072	NA	NA	FALSE
ENSG00000168528	Q96SA4	NA	NA	FALSE
ENSG00000214872	A8MU46	NA	NA	FALSE
ENSG00000214872	A0A499FJS4	NA	NA	FALSE
ENSG00000114378	Q12794	3	0	TRUE
ENSG00000114378	A0A0S2Z3Q0	1	0	TRUE
ENSG00000114378	A0A024R2X3	1	0	TRUE
ENSG00000114378	C9JRK1	NA	NA	TRUE
ENSG00000114378	C9JB49	NA	NA	TRUE
ENSG00000176692	Q99958	NA	NA	FALSE
ENSG00000176678	Q12952	NA	NA	FALSE
ENSG00000176678	M0R279	NA	NA	FALSE
ENSG00000146904	P21709	1	0	TRUE
ENSG00000156587	O14933	NA	NA	FALSE
ENSG00000156587	E9PKW8	NA	NA	FALSE
ENSG00000156587	E9PQT7	NA	NA	FALSE
ENSG00000104783	O15554	NA	NA	FALSE
ENSG00000104783	D1MQ08	NA	NA	FALSE
ENSG00000104783	M0R2F1	NA	NA	FALSE
ENSG00000104783	M0QZ70	NA	NA	FALSE
ENSG00000104783	M0R2E8	NA	NA	FALSE
ENSG00000260456	Q9H693	NA	NA	FALSE
ENSG00000260456	H3BNZ7	NA	NA	FALSE
ENSG00000260456	A0A087X224	NA	NA	FALSE
ENSG00000149131	P05155	7	8	TRUE
ENSG00000149131	E9PK97	NA	NA	TRUE
ENSG00000149131	E9KL26	NA	NA	TRUE
ENSG00000149131	B5MCB9	NA	NA	TRUE
ENSG00000149131	H9KV48	NA	NA	TRUE
ENSG00000149131	A0A348GSH7	NA	NA	FALSE
ENSG00000149131	E9PGN7	NA	NA	FALSE
ENSG00000149131	C9JZJ9	NA	NA	FALSE
ENSG00000185899	P59551	1	0	FALSE
ENSG00000221855	P59536	1	0	FALSE
ENSG00000179833	Q14140	NA	NA	FALSE
ENSG00000113643	P54136	NA	NA	FALSE
ENSG00000113643	E5RI24	NA	NA	FALSE
ENSG00000113643	E5RJM9	NA	NA	FALSE
ENSG00000113643	E5RH09	NA	NA	FALSE
ENSG00000271079	A4D2H0	NA	NA	FALSE
ENSG00000068001	Q12891	3	0	TRUE
ENSG00000068001	C9JSI7	NA	NA	TRUE
ENSG00000068001	C9K016	NA	NA	TRUE
ENSG00000068001	C9JSD1	NA	NA	TRUE
ENSG00000068001	C9J700	NA	NA	TRUE
ENSG00000068001	C9JBF5	NA	NA	TRUE
ENSG00000103264	Q5XUX0	NA	NA	FALSE
ENSG00000103264	A0A0C4DGU8	NA	NA	FALSE
ENSG00000103264	A0A1B0GV77	NA	NA	FALSE
ENSG00000103264	H3BQG7	NA	NA	FALSE
ENSG00000170379	A6NFQ2	NA	NA	FALSE
ENSG00000170379	Q8N1I1	NA	NA	FALSE
ENSG00000115902	P43007	2	0	FALSE
ENSG00000159871	Q6UWN5	2	0	TRUE
ENSG00000159871	M0R1J4	NA	NA	FALSE
ENSG00000159871	M0QYY3	NA	NA	FALSE
ENSG00000114383	O75896	NA	NA	FALSE
ENSG00000114383	F2Z2A9	NA	NA	FALSE
ENSG00000114383	G3V0I0	NA	NA	FALSE
ENSG00000271321	Q86UF2	NA	NA	FALSE
ENSG00000142910	Q9GZM7	2	0	TRUE
ENSG00000142910	F6SDV2	NA	NA	FALSE
ENSG00000140941	Q9GZQ8	NA	NA	FALSE
ENSG00000140941	Q658J6	NA	NA	FALSE
ENSG00000140941	H3BTL1	NA	NA	FALSE
ENSG00000140941	H3BTE7	NA	NA	FALSE
ENSG00000140941	H3BM99	NA	NA	FALSE
ENSG00000188573	A6NHQ2	NA	NA	FALSE
ENSG00000120137	Q9H999	NA	NA	FALSE
ENSG00000120137	E5RHA5	NA	NA	FALSE
ENSG00000198420	Q9Y4C2	NA	NA	FALSE
ENSG00000198420	C9J648	NA	NA	FALSE
ENSG00000198420	C9JD13	NA	NA	FALSE
ENSG00000198420	C9J9F4	NA	NA	FALSE
ENSG00000198420	C9K0E7	NA	NA	FALSE
ENSG00000068028	Q9NS23	NA	NA	FALSE
ENSG00000167637	Q8N7M2	NA	NA	FALSE
ENSG00000167637	Q4G0N1	NA	NA	FALSE
ENSG00000167637	K7EL69	NA	NA	FALSE
ENSG00000167637	A0A494C0U8	NA	NA	FALSE
ENSG00000167637	K7ESH0	NA	NA	FALSE
ENSG00000140948	Q8WYQ9	NA	NA	FALSE
ENSG00000140948	A0A590UJW6	NA	NA	FALSE
ENSG00000011523	Q76N32	NA	NA	FALSE
ENSG00000011523	Q5HYA6	NA	NA	FALSE
ENSG00000184347	O75094	13	0	TRUE
ENSG00000184347	A0A0A0MSC8	NA	NA	FALSE
ENSG00000121764	O43613	1	0	FALSE
ENSG00000121764	A6NMV7	NA	NA	FALSE
ENSG00000221910	O95006	1	0	FALSE
ENSG00000166793	Q96NS1	NA	NA	FALSE
ENSG00000166793	A0A024R4Y8	NA	NA	FALSE
ENSG00000166793	E9PRC4	NA	NA	FALSE
ENSG00000213215	Q13607	1	0	FALSE
ENSG00000213215	A0A126GV98	NA	NA	FALSE
ENSG00000162517	Q9UBV8	NA	NA	FALSE
ENSG00000162517	A0A384MQX5	NA	NA	FALSE
ENSG00000221813	O95007	1	0	FALSE
ENSG00000221836	Q96R48	1	0	FALSE
ENSG00000221836	A0A126GW49	NA	NA	FALSE
ENSG00000138069	P62820	NA	NA	FALSE
ENSG00000138069	Q5U0I6	NA	NA	FALSE
ENSG00000138069	E7END7	NA	NA	FALSE
ENSG00000221933	A4D2G3	1	0	FALSE
ENSG00000221933	A0A126GVV5	NA	NA	FALSE
ENSG00000154118	Q8WXH2	NA	NA	FALSE
ENSG00000221858	Q8NGT7	1	0	FALSE
ENSG00000221989	Q6IF42	1	0	FALSE
ENSG00000221989	A0A126GW45	NA	NA	FALSE
ENSG00000172409	Q92989	NA	NA	FALSE
ENSG00000172409	E9PKV5	NA	NA	FALSE
ENSG00000172409	E9PL17	NA	NA	FALSE
ENSG00000172409	E9PJM4	NA	NA	FALSE
ENSG00000221938	Q96R47	1	0	FALSE
ENSG00000221938	A0A126GVB0	NA	NA	FALSE
ENSG00000176222	Q494X3	NA	NA	FALSE
ENSG00000176222	A0A087WSV7	NA	NA	FALSE
ENSG00000225932	Q8IX94	NA	NA	FALSE
ENSG00000213214	A5YM69	NA	NA	FALSE
ENSG00000156599	Q9C0B5	NA	NA	FALSE
ENSG00000156599	E9PMA5	NA	NA	FALSE
ENSG00000156599	A0A024R546	NA	NA	FALSE
ENSG00000156599	H0YEF4	NA	NA	FALSE
ENSG00000156599	E9PJ97	NA	NA	FALSE
ENSG00000104731	Q8TBB5	NA	NA	FALSE
ENSG00000104731	Q86VH3	NA	NA	FALSE
ENSG00000104731	Q9UF94	NA	NA	FALSE
ENSG00000104731	H3BUX8	NA	NA	FALSE
ENSG00000104731	H3BP99	NA	NA	FALSE
ENSG00000104731	H3BQH3	NA	NA	FALSE
ENSG00000104731	H3BV82	NA	NA	FALSE
ENSG00000104731	H3BQ90	NA	NA	FALSE
ENSG00000104731	H3BQL0	NA	NA	FALSE
ENSG00000104731	H3BTB1	NA	NA	FALSE
ENSG00000124459	Q02386	NA	NA	FALSE
ENSG00000124459	K7EPV5	NA	NA	FALSE
ENSG00000212807	Q8NGT9	1	0	FALSE
ENSG00000138071	P61160	NA	NA	FALSE
ENSG00000138071	F5H6T1	NA	NA	FALSE
ENSG00000138071	A0A1B0GWD0	NA	NA	FALSE
ENSG00000138071	A0A1B0GWH0	NA	NA	FALSE
ENSG00000243896	Q96R45	1	0	FALSE
ENSG00000243896	A0A126GWD8	NA	NA	FALSE
ENSG00000244693	P0CG41	NA	NA	FALSE
ENSG00000159905	Q9UK13	NA	NA	FALSE
ENSG00000159905	A0A5H1ZRS7	NA	NA	FALSE
ENSG00000156603	J3KR33	NA	NA	FALSE
ENSG00000084636	Q07092	2	0	TRUE
ENSG00000084636	H7BZL8	NA	NA	FALSE
ENSG00000084636	H7C3F0	NA	NA	FALSE
ENSG00000084636	A6NCT7	NA	NA	TRUE
ENSG00000084636	H7BY97	NA	NA	FALSE
ENSG00000204920	Q12901	NA	NA	FALSE
ENSG00000204920	K7ENV6	NA	NA	FALSE
ENSG00000204920	K7ELA0	NA	NA	FALSE
ENSG00000204920	K7EJJ6	NA	NA	FALSE
ENSG00000221970	Q8NGT9	1	0	FALSE
ENSG00000288534	H3BSU7	NA	NA	FALSE
ENSG00000050327	Q12774	NA	NA	FALSE
ENSG00000050327	C9J591	NA	NA	FALSE
ENSG00000050327	A0A090N7S2	NA	NA	FALSE
ENSG00000198369	Q7Z698	NA	NA	FALSE
ENSG00000198369	C9J623	NA	NA	FALSE
ENSG00000198369	H7C3Y6	NA	NA	FALSE
ENSG00000198369	H7C2T4	NA	NA	FALSE
ENSG00000198369	C9JG63	NA	NA	FALSE
ENSG00000040275	Q96EA4	NA	NA	FALSE
ENSG00000040275	D6RCL1	NA	NA	FALSE
ENSG00000040275	D6RC83	NA	NA	FALSE
ENSG00000040275	D6RIF7	NA	NA	FALSE
ENSG00000040275	D6RDK5	NA	NA	FALSE
ENSG00000040275	D6REZ1	NA	NA	FALSE
ENSG00000040275	D6RIB8	NA	NA	FALSE
ENSG00000040275	D6R936	NA	NA	FALSE
ENSG00000213593	Q9Y320	NA	NA	TRUE
ENSG00000213593	G3V155	NA	NA	FALSE
ENSG00000213593	E9PLR1	NA	NA	FALSE
ENSG00000213593	E9PSF0	NA	NA	FALSE
ENSG00000213593	E9PRL5	NA	NA	FALSE
ENSG00000004838	O75800	NA	NA	FALSE
ENSG00000004838	F2Z3M9	NA	NA	FALSE
ENSG00000004838	C9JUQ8	NA	NA	FALSE
ENSG00000159882	Q9UIE0	NA	NA	FALSE
ENSG00000159882	K7ELA7	NA	NA	FALSE
ENSG00000159882	K7EMK6	NA	NA	FALSE
ENSG00000159882	K7EJU4	NA	NA	FALSE
ENSG00000211450	Q8IZQ5	NA	NA	FALSE
ENSG00000211450	A0A087WYP2	NA	NA	FALSE
ENSG00000233436	B2RXH4	NA	NA	FALSE
ENSG00000233436	E9PRF5	NA	NA	FALSE
ENSG00000106410	O60393	NA	NA	FALSE
ENSG00000106410	A0A2R8Y683	NA	NA	FALSE
ENSG00000106410	A0A2R8Y8C8	NA	NA	FALSE
ENSG00000159885	Q9UK12	NA	NA	FALSE
ENSG00000159885	K7EN43	NA	NA	FALSE
ENSG00000134516	Q92608	NA	NA	FALSE
ENSG00000134516	F6S220	NA	NA	FALSE
ENSG00000134516	E5RFJ0	NA	NA	FALSE
ENSG00000134516	A0A3B3IRS9	NA	NA	FALSE
ENSG00000134516	H7C082	NA	NA	FALSE
ENSG00000134516	H0YB76	NA	NA	FALSE
ENSG00000134516	A0A3B3ISB1	NA	NA	FALSE
ENSG00000196511	Q9H3S4	NA	NA	FALSE
ENSG00000196511	Q6ZQX6	NA	NA	FALSE
ENSG00000196511	F8WCM7	NA	NA	FALSE
ENSG00000196511	A0A090N8Y0	NA	NA	FALSE
ENSG00000196511	F8VRJ6	NA	NA	FALSE
ENSG00000196511	F8VPB3	NA	NA	FALSE
ENSG00000196511	A0A1W2PQB3	NA	NA	FALSE
ENSG00000196511	F5GZG6	NA	NA	FALSE
ENSG00000196511	F8VVJ1	NA	NA	FALSE
ENSG00000178386	Q9UK11	NA	NA	FALSE
ENSG00000178386	K7EPW2	NA	NA	FALSE
ENSG00000178386	K7EQ32	NA	NA	FALSE
ENSG00000178386	K7ER65	NA	NA	FALSE
ENSG00000103257	Q01650	NA	NA	FALSE
ENSG00000103257	A0A0C4DGL4	NA	NA	FALSE
ENSG00000186026	Q2VY69	NA	NA	FALSE
ENSG00000267680	Q9NZL3	NA	NA	FALSE
ENSG00000267680	K7ENI7	NA	NA	FALSE
ENSG00000267680	K7EJ30	NA	NA	FALSE
ENSG00000267680	K7EL24	NA	NA	FALSE
ENSG00000153233	Q15256	1	0	TRUE
ENSG00000153233	F8VU63	NA	NA	FALSE
ENSG00000153233	F8VVE9	NA	NA	FALSE
ENSG00000114388	Q8WTW4	NA	NA	FALSE
ENSG00000114388	F2Z3D4	NA	NA	FALSE
ENSG00000114388	F2Z2R8	NA	NA	FALSE
ENSG00000114388	A0A590UJY0	NA	NA	FALSE
ENSG00000143995	O00470	NA	NA	FALSE
ENSG00000143995	U3KPR8	NA	NA	FALSE
ENSG00000143995	F5GYS8	NA	NA	FALSE
ENSG00000143995	H0YNY8	NA	NA	FALSE
ENSG00000174990	P35218	NA	NA	FALSE
ENSG00000174990	A0A3B3ITA6	NA	NA	FALSE
ENSG00000174990	A0A3B3IRX9	NA	NA	FALSE
ENSG00000174990	A0A3B3ITU9	NA	NA	FALSE
ENSG00000256294	Q9UK10	NA	NA	FALSE
ENSG00000256294	K7ERU6	NA	NA	FALSE
ENSG00000256294	K7ENC8	NA	NA	FALSE
ENSG00000256294	K7ENA2	NA	NA	FALSE
ENSG00000263002	Q14588	NA	NA	FALSE
ENSG00000263002	A0A024R0N3	NA	NA	FALSE
ENSG00000263002	K7ELL2	NA	NA	FALSE
ENSG00000174469	Q9UHC6	12	0	TRUE
ENSG00000174469	B7Z1Y6	NA	NA	FALSE
ENSG00000174469	A0A090N7T7	NA	NA	TRUE
ENSG00000174469	A0A0D9SES4	NA	NA	TRUE
ENSG00000172530	Q8N9N5	NA	NA	FALSE
ENSG00000172530	E9PJI6	NA	NA	FALSE
ENSG00000172530	E9PIP2	NA	NA	FALSE
ENSG00000172530	C9JYB6	NA	NA	FALSE
ENSG00000172530	C9JF73	NA	NA	FALSE
ENSG00000172530	A0A0S2Z5C2	NA	NA	FALSE
ENSG00000172530	A0A0S2Z5M2	NA	NA	FALSE
ENSG00000172530	C9JLT2	NA	NA	FALSE
ENSG00000172530	C9JGM9	NA	NA	FALSE
ENSG00000172530	C9J811	NA	NA	FALSE
ENSG00000172530	C9JLS0	NA	NA	FALSE
ENSG00000172530	C9JTM8	NA	NA	FALSE
ENSG00000167380	Q9NYT6	NA	NA	FALSE
ENSG00000167380	K7EK05	NA	NA	FALSE
ENSG00000167380	A0A024R0P4	NA	NA	FALSE
ENSG00000167380	K7ELM4	NA	NA	FALSE
ENSG00000167380	K7EPU4	NA	NA	FALSE
ENSG00000167380	K7EKQ6	NA	NA	FALSE
ENSG00000167380	K7ELA3	NA	NA	FALSE
ENSG00000167380	K7EQC3	NA	NA	FALSE
ENSG00000167380	K7EL77	NA	NA	FALSE
ENSG00000167380	K7ESM6	NA	NA	FALSE
ENSG00000167380	K7ERY1	NA	NA	FALSE
ENSG00000167380	K7EJ66	NA	NA	FALSE
ENSG00000121753	O60241	8	0	TRUE
ENSG00000121753	A2A3C3	NA	NA	TRUE
ENSG00000121753	A2A3C6	NA	NA	TRUE
ENSG00000121753	A2A3C2	NA	NA	TRUE
ENSG00000121753	A2A3C4	NA	NA	TRUE
ENSG00000121753	A2A3C1	NA	NA	TRUE
ENSG00000121753	E9PND1	NA	NA	FALSE
ENSG00000204767	A6NMK8	NA	NA	FALSE
ENSG00000168269	Q12951	NA	NA	FALSE
ENSG00000168269	E0XEN6	NA	NA	FALSE
ENSG00000234511	A0A1B0GVU6	NA	NA	FALSE
ENSG00000234511	A0A2R8Y5L7	NA	NA	FALSE
ENSG00000043462	Q13094	NA	NA	FALSE
ENSG00000043462	E7ESF6	NA	NA	FALSE
ENSG00000043462	E5RKA2	NA	NA	FALSE
ENSG00000170279	Q8WU49	NA	NA	FALSE
ENSG00000170279	A0A090N8Y1	NA	NA	FALSE
ENSG00000055130	Q13616	NA	NA	FALSE
ENSG00000055130	A0A090N7U0	NA	NA	FALSE
ENSG00000055130	A0A0C4DGX4	NA	NA	FALSE
ENSG00000055130	A0A590UJC4	NA	NA	FALSE
ENSG00000055130	A0A590UJ97	NA	NA	FALSE
ENSG00000055130	A0A590UJM8	NA	NA	FALSE
ENSG00000055130	A0A590UJ56	NA	NA	FALSE
ENSG00000055130	A0A590UJ21	NA	NA	FALSE
ENSG00000055130	A0A590UJ50	NA	NA	FALSE
ENSG00000055130	A0A590UK34	NA	NA	FALSE
ENSG00000055130	A0A590UJ59	NA	NA	FALSE
ENSG00000055130	A0A590UJR3	NA	NA	FALSE
ENSG00000114395	O14569	NA	NA	FALSE
ENSG00000114395	A0A024R342	NA	NA	FALSE
ENSG00000198561	O60716	NA	NA	FALSE
ENSG00000198561	A0A024R4Z0	NA	NA	FALSE
ENSG00000198561	A0A024R4Y7	NA	NA	FALSE
ENSG00000198561	E9PKY0	NA	NA	FALSE
ENSG00000198561	E9PKL1	NA	NA	FALSE
ENSG00000198561	C9JZR2	NA	NA	FALSE
ENSG00000182132	Q9NZI2	NA	NA	FALSE
ENSG00000182132	E5RJY5	NA	NA	FALSE
ENSG00000182132	A0A0A0MS16	NA	NA	FALSE
ENSG00000182132	A0A1B0GTZ7	NA	NA	FALSE
ENSG00000182132	A0A087WTU8	NA	NA	FALSE
ENSG00000143971	Q9NY74	NA	NA	FALSE
ENSG00000143971	A0A2R8Y7B6	NA	NA	FALSE
ENSG00000143971	A0A2R8Y6Y8	NA	NA	FALSE
ENSG00000143971	A0A2R8YEV8	NA	NA	FALSE
ENSG00000127324	P19075	1	0	FALSE
ENSG00000126062	Q12893	NA	NA	FALSE
ENSG00000126062	A0A024R2Y2	NA	NA	FALSE
ENSG00000225614	H3BS19	NA	NA	FALSE
ENSG00000179588	Q8IX07	NA	NA	FALSE
ENSG00000179588	A0A087WWQ0	NA	NA	FALSE
ENSG00000179588	A0A087WZP1	NA	NA	FALSE
ENSG00000179588	A0A087X1H8	NA	NA	FALSE
ENSG00000139292	O75473	5	0	TRUE
ENSG00000139292	A0A0A8K8C7	NA	NA	TRUE
ENSG00000145936	Q16558	2	0	FALSE
ENSG00000131115	Q86WZ6	NA	NA	FALSE
ENSG00000131115	K7EJ92	NA	NA	FALSE
ENSG00000131115	K7EPR2	NA	NA	FALSE
ENSG00000131115	K7ELS1	NA	NA	FALSE
ENSG00000131115	K7EIL7	NA	NA	FALSE
ENSG00000131115	K7EIR9	NA	NA	FALSE
ENSG00000158545	Q86VM9	NA	NA	FALSE
ENSG00000158545	H3BRH3	NA	NA	FALSE
ENSG00000158545	H3BPD0	NA	NA	FALSE
ENSG00000158545	E7ERS3	NA	NA	FALSE
ENSG00000158545	H3BRN6	NA	NA	FALSE
ENSG00000197223	Q13901	NA	NA	FALSE
ENSG00000197223	J3KPZ4	NA	NA	FALSE
ENSG00000007402	Q9NY47	6	0	TRUE
ENSG00000007402	C9JE82	NA	NA	FALSE
ENSG00000007402	C9JVC9	NA	NA	FALSE
ENSG00000094755	O00591	5	0	TRUE
ENSG00000094755	E5RK74	NA	NA	TRUE
ENSG00000094755	E5RHU0	NA	NA	TRUE
ENSG00000094755	E5RG98	NA	NA	TRUE
ENSG00000094755	E5RI57	NA	NA	TRUE
ENSG00000094755	E7EWG0	NA	NA	TRUE
